Message,Positive_Match,Negative_Match,Polarity,Keywords,Tweet_Number
RT ChroniclesRW UPDATE DR Congo will be one of the countries where COVID19vaccines from China and Canada will be tested beginning,None,None,neutral,['canada'],218
GlobalRegina We arent going to find a cure for this any time soon We are going to have to return to the real world soon Do you know what unemployment and depression does to a person Canada averages 10 suicides a day What is it going to be when this is over,cure,depression,neutral,['canada'],219
RT ChartsDuaLipa iTunes FutureNostalgia1 United Kingdom1 Australia1 Hong Kong1 Mexico1 NZ11 Sw,None,None,neutral,None,220
RT TheBlueGem3 Thank god for Canada My beautiful home I thank my lucky stars that when my grandfather immigrated he was given a choic,thank,None,positive,['canada'],221
RT Deiv101 New York new coronavirus cases dropping for first time,None,None,neutral,None,222
RT RBC Get payments from the Canada Revenue Agency and save trips to the bank StayHome,None,None,neutral,['canada'],223
GlobalSaskatoon Thats odd as Dr Hassan McMasri from Royal University Hospital says we should not wear masks What is it,None,odd,negative,['university'],224
OCAD U producing 3Dprinted face shields for hospitals Covid19,None,None,neutral,None,225
RT ezralevant petepatina Absolutely,None,None,neutral,None,226
Sonography at Loma Linda University,None,None,neutral,['university'],227
RT Spurohit20 Exactly Ontario is so behind in testing compared to all the other provincesthis is unacceptable fordnation celliottabi,None,unacceptable,negative,None,228
RT DBattistella JosephSakran sbg1 brianstelter SurgeonGeneral I have a lot less respect for the title of Admiral seeing that this li,respect,None,positive,None,229
Student at Cornell University in Hermosa Beach CA salesforce vba childhood aviation debt,None,debt,negative,['university'],230
BobKronbauer Thinking this should be sent to every American politician who thinks it is okay to push Canada out of the way during the time that we should try to fight this virus together,None,virus,negative,['canada'],231
RT tamrobinson1966 Lets hope electric broomstick girl Elizabeth May and GretaThunberg get this messagepetroleum products are used i,None,None,neutral,None,232
RT OtagoGrad Foreign espionage of Canadian research a risk to national interests CSIS warns Canadas political academic amp corporate,interests,risk,neutral,None,233
RT LeslynLewis China cant be trusted and Canadas government has let us down Read my statement and then answer this brief survey to let,trusted,None,positive,None,234
RT EMoglicaNews A powerful address by Her Majesty The Queen of the Commonwealth and the UK on COVID19 via,powerful,None,positive,None,235
TheFlightDeal Air Canada hangs up on you after making you listen to a 9 minute message about COVID19 Americans wont get in anyway unless its essential,None,hangs,negative,['canada'],236
RT CBCWindsor Thank you for the essential work you are doing in these unprecedented times a letter from the Canadian Border Service Ag,work,None,positive,None,237
RT redsox36 And finally from the University of Lethbridge 21 signatories This institution should be cutoff from all Alberta funding,None,None,neutral,['university'],238
rorycam85011089 Bird5Ca AquaSkies2 Those are the ones Justin was jealous ofbecause they had a choice to become CDN not like the 2nd rate ppl who were born in Canada,like,jealous,neutral,['canada'],239
RT CrimeMasterGojo Marad logo ka Madhu Mausi Whatsapp University ka Chancellor,None,None,neutral,['university'],240
LOutlander ClanOutlandish Thank a Godin this craziness we can count on each other Outlander fans foreverand friends I a good nitesending love and prayers from Ontario Canadatill later,thank,craziness,positive,None,241
RT brianlilley The strain between Canadians laid off without pay versus mostly civil servants told to stay home with full pay is about to,None,strain,negative,None,242
RT HarjitSajjan Were there for Canadians when they need us Our Canada Emergency Response Benefit is part of our plan to help in need,benefit,emergency,neutral,['canada'],243
RT saramsalem A collection of all the books that have been made openaccess by university presses,None,None,neutral,['university'],244
RT LauraFox ElliotElinor nicktolhurst Germany and Canada have suffered similar thefts from the USA,None,suffered,negative,['canada'],245
RT kevinpowell I am DEVASTATED to hear of passing of Dr Cheryl Wall one of our great literary scholars at Rutgers University the Engl,great,devastated,neutral,['university'],246
RT FruityNerdy Best coop Animal Crossing Visiting our viewers Come join us AnimalCrossingNH AnimalCrossing,best,None,positive,None,247
jaketapper Need a favour there is an expression when America sneezes or coughs Canada catches a coldplease Americans do the right thing amp do it into your sleevewe have enough challenges as do you with 1600 Pennsylvania Aveamp dont need anotherlisten to credible health authorities,right,None,positive,['canada'],248
BobbeeSnow fxp123 Very true but they didnt start out telling us that we should or I would have sooner at least here in Canada,None,None,neutral,['canada'],249
I wonder how many university professors are going to continue praising globalization now,praising,None,positive,['university'],250
RT janephilpott She grew up in a war zone in Sri Lanka then spent a decade in the Canadian army Now Dr Jeya Nadarajah is medical direc,None,None,neutral,None,251
RT YaWhatHeSaid Halifax Regional Police want you to know that running from them is NOT considered social distancingThe more you know,None,None,neutral,['halifax'],252
Theres only one non UN party and millions of really stupid voters trading handouts from our kids for votesThere will be no TRUE CANADIANS RUNNING CANADA IN 3 YEARS,None,stupid,negative,['canada'],253
Legalising cannabis had some perhaps predictable challenges for Canada,None,None,neutral,['canada'],254
RT TheFutureEcoFlo Latest TFENow video interview on the current CoronaVirus crisis and its impact on Canadas Indigenous economy che,None,crisis,negative,None,255
Cynwel73 How wonderful that Canada cares so much for its people And the FF is committing genocide as I type I just cant,wonderful,genocide,neutral,['canada'],256
I think the biggest character development that Ive had in canada is that now I can have an edible without having a panic attack,None,attack,negative,['canada'],257
kristinaalicez Aw thank you I needed this inspo Im try to study atm university getting to me,thank,None,positive,['university'],258
maxbeaver TomFitton Its actually an Australian University if you bothered to read,None,bothered,negative,['university'],259
RT michaelhouse9 Biased mediaThis past week media blamed one world leader for keeping masks out of CanadaWhile the same biased,None,biased,negative,None,260
RT LongDefense KEEP AN EYE ON THIS Harvard U Professor and Two Chinese Nationals Charged in Three Separate China Related Cases OPA D,None,None,neutral,None,261
Being responsible for Bob Cole trending across Canada I VERY not cool Im crying over a damn GIF Thanks NBCSports,cool,damn,neutral,['canada'],262
RT TheBeaverton Health Canada suggests limiting alcohol to 2 drinks per day unless youve already had 3 in which case fuck it,None,fuck,negative,['canada'],263
RT AnsuPHP rahulkanwal IndiaToday Why blame whatsapp universityBlame Rajdeep Sardesai who spent his whole primetime show on power gr,None,blame,negative,None,264
RT JohnBWellsCTM Dr James Patrick Lewis of Fairview West Virginia has admitted to a fraud charge involving West Virginia University,None,fraud,negative,['university'],265
RT cbcjanjohnston An inmate at Edmonton Institution punished for talking to CBC News yeg CSCSCCen ahartdowhun JustinLing https,None,None,neutral,None,266
If you had to choose one country to sacrifice to corona for the good of the world who would it be and why would it be Canada,good,None,positive,['canada'],267
RushRobert barrieblonde armedwithjello dhanna111 geoffbuxcey trudeau realDonaldTrump PattyHajdu CPHOCanada YAAAALuv my TDS,None,None,neutral,None,268
RT DemonesSlay justinhart Medium aginnt AJKayWriter ev Prof Knut Wittkowski once over 20 yrs head of The Rockefeller University,None,None,neutral,['university'],269
realDonaldTrump Dear mr President Trump have you heard anything about Harvard University man work theyre making the virus and work for China 130000 a month plus expenses do you know if that is true or not thought I would ask for thank you and God bless you you need to know whatever I hear,work,virus,positive,['university'],270
RT GBellAuctions This note was actually signed by Bouey and Rasminsky Check out all the exceptional material from our 2020 Spring Sale h,exceptional,None,positive,None,271
RT jardinera The military is advising people in the Toronto area to expect a large number of its personnel and vehicles on the roads sta,None,None,neutral,None,272
RT HelenBranswell We are not looking at retaliatory measures or measures that are punitive We know that it is in both of our interests,interests,retaliatory,negative,None,273
